Portfolio_ID,Portfolio_Return,HHI
1,0.3835030560282827,0.23500963821521884
2,0.04106798123420964,0.7040108313153189
3,0.4277245121543554,0.20986275116545322
4,0.22508403139943184,0.027407550857795095
5,0.21859774797094908,0.053593342816044616
6,0.2866380097911259,0.05309933295715551
7,0.2791996979545807,0.05414651784170604
8,0.169560178729578,0.0736680431306384
9,0.18618423184327904,0.2235859269209809
10,0.20755203909446268,0.026757655342511993
11,0.37963954919507786,0.22492171469182326
12,0.20568201400984715,0.02697479367604306
13,0.1453706688405097,0.2717115582743527
14,0.15003962451004285,0.22143279116014672
15,0.3372951030477142,0.05542106573966405
16,0.19752194819862387,0.185637747637044
17,0.1923227713752557,0.28294789828194233
18,0.26881077603130515,0.03318413569881316
19,0.14280608499157782,0.21675126401944808
20,0.2518148520213849,0.027268857554173378
21,0.295438225014961,0.26497254497469175
22,0.17486993938177106,0.07071446771841894
23,0.19906024404522468,0.15402109409083994
24,0.18757097858400967,0.7326999357220062
25,0.3348686367753025,0.0625346977933622
26,0.22007709576330756,0.026686134891350327
27,0.36587481358865387,0.2070228671216818
28,0.023520440912079655,0.8030790522927493
29,0.4277289480685186,0.21038899960833116
30,0.20105010326855602,0.20368405460139621
31,0.2839367305362721,0.2181117365386678
32,0.22399320953823976,0.02774654084210818
33,0.26578190275718944,0.026584931309313754
34,0.22649269588263038,0.21120827133819425
35,0.2159273680085122,0.0577355989120096
36,0.17737663751631394,0.20660356810571637
37,0.16368493454629504,0.060034149679986354
38,0.25361660106274386,0.02689273883823386
39,0.21669552615166185,0.12349686294087948
40,0.24716813816083122,0.21662874773082036
41,0.2457141113981684,0.05411247312913678
42,0.22742146806897084,0.02645854777047999
43,0.2261523915341465,0.0654985307991213
44,0.1542568610687871,0.7337236295398454
45,0.25811649811779364,0.05326340516499917
46,0.21291498334010417,0.13977846990332105
47,0.3797869142349253,0.3065824018972119
48,0.22170269265110082,0.02737692577176851
49,0.14752621664839763,0.735932644121964
50,0.3674430726990553,0.21824869125231475
51,0.2857938836393271,0.052872925537072533
52,0.2583158881850442,0.05400579045609839
53,0.21783763863504457,0.22037470276998203
54,0.2919028552364297,0.05507340769403744
55,0.23994076262842712,0.07169293952770131
56,0.2514687307913361,0.0522327757866163
57,0.13743329952049343,0.21794350862113937
58,0.17837452008347995,0.20791538100813747
59,0.30274557191497553,0.21084556623098602
60,0.236029477190754,0.053781169587711994
61,0.22813617952803367,0.027113137026190583
62,0.2135032232162546,0.7419520726211191
63,0.1526268411632823,0.2217225176132537
64,0.22875617559125885,0.053488812459676356
65,0.10459076758972594,0.2646933393397323
66,0.2196323359151326,0.05313249911057882
67,0.18195454856643228,0.05249004801288747
68,0.1571287809787084,0.054883770107056966
69,0.2230921288124042,0.026869874163479728
70,0.21174057582007783,0.026778755901022515
71,0.22608706156274375,0.03047015857935371
72,0.04787988055948736,0.2693554476457456
73,0.22707738464175103,0.05564549168827246
74,0.17513262543194758,0.0523551097893006
75,0.2539919863053298,0.05345602376265937
76,0.24980410366010153,0.027603082878499784
77,0.24928742109345364,0.2627199915032974
78,0.14992474364446418,0.20855401905281384
79,0.24072219917616766,0.027489230226516784
80,0.34570208057114016,0.2218961737430806
81,0.20897081886567548,0.026487184570098934
82,0.26847581851883484,0.24233785119022017
83,0.24661251623546665,0.20771503380898335
84,0.18350766318044903,0.0538041726094361
85,0.10409467467306258,0.21290125157405518
86,0.1437980256853082,0.22261749923355637
87,0.2679520921594559,0.05499721272531157
88,0.24339417821494194,0.03186844363820277
89,0.19570576295540806,0.035040225021375555
90,0.2649116768195741,0.05424467630660959
91,0.22610239047779906,0.053095087395856305
92,0.3640060015709556,0.2734929904107594
93,0.3983825522418974,0.2109582594239344
94,0.1540188989078556,0.1889417012919253
95,0.24840651931629754,0.1691658827041511
96,0.2588942003459023,0.05412452051705369
97,0.1539956238317491,0.20995585630700114
98,0.24167442675983347,0.02727346853844071
99,0.21934272266811347,0.026709025394472327
100,0.22789489274220565,0.026635052409697234
101,0.10746791214714518,0.20312126300291813
102,0.23256382864062086,0.027924792461765952
103,0.1537517890508898,0.05407969029403623
104,0.22053839156137942,0.02725622973888938
105,0.14862439766941724,0.16000375793941377
106,0.12090385893970682,0.20191333639277453
107,0.22822891871128845,0.027386959807810106
108,0.2681567935243183,0.05422268342178395
109,0.2494570999783733,0.027562208246630856
110,0.16418927143000633,0.05872706673286427
111,0.25954092032769227,0.026626465817853842
112,-0.01268415440846448,0.7305059146383531
113,0.2354217387431484,0.05545339268571815
114,0.285816512988997,0.20761708026853115
115,0.18357927322507828,0.20852965217060854
116,0.2692455017242147,0.05353538643734149
117,0.1870252183450187,0.06071805358566912
118,0.2511647493474335,0.20978035287628785
119,0.2328054389394729,0.027120133605611357
120,0.17856329600458426,0.054704133635325745
121,0.2105409370979207,0.0525537433450279
122,0.23361393418585386,0.027144646495134983
123,0.24709751939264107,0.02690978534762729
124,0.12397089708741067,0.22156533712282228
125,0.39750866494042103,0.22969699147808245
126,0.259673952386067,0.027138534589790358
127,0.4599150549882885,0.1130424689816822
128,0.17819866364041906,0.34402882328932816
129,0.17950733668948063,0.22390513554663496
130,0.22524256166866896,0.05458135967559388
131,0.30811966175440364,0.12274519361317834
132,0.06795789836306511,0.20337769100342148
133,0.1833772457209278,0.027407011049987277
134,0.268415814380445,0.17261927790005854
135,0.2505693967441713,0.2801907521908873
136,0.3149524105074205,0.05510560428238097
137,0.036231098217906564,0.20941157528457058
138,0.1441778635343541,0.06201098006414
139,0.18088480666870696,0.20686034690162028
140,0.2889382753890824,0.05348999162938193
141,0.268369325294361,0.03251116062153279
142,0.2279807357233753,0.03166357547380661
143,0.2602946057566021,0.02716696333576439
144,0.2623227719555566,0.05303100139711783
145,0.24914537070962384,0.02707601243317257
146,0.21592495842450038,0.02723108612252274
147,0.2541338900000758,0.026183847620377954
148,0.20799072751854944,0.13395189711921676
149,0.22163628490148973,0.21366504109454493
150,0.21407920686127616,0.035206727485744535
151,0.28324698182473684,0.05438644679307817
152,0.21315445053954626,0.027868318543041583
153,0.23826392657544795,0.052546400217441516
154,0.2438063562196397,0.027393537345573767
155,0.25820834515040736,0.02705317530682089
156,0.2894248526244858,0.054116219910863246
157,0.21484442578707208,0.05333887754627859
158,0.2706270139692529,0.22675680622380207
159,0.2558222868902476,0.2505820692303667
160,-2.6735653490433595e-5,0.20375626409495728
161,0.3117855686083302,0.30199435381529915
162,0.1764602938720748,0.05397564073068577
163,0.17468378973072993,0.05307877269130356
164,0.2812722055715992,0.2300849069448707
165,0.251287966470423,0.02738161110529279
166,0.2399560454948574,0.22250360439910624
167,0.24009118837515886,0.05364071427483849
168,0.15622980652402663,0.05420640656377353
169,0.23326812470702377,0.030340606139556137
170,0.23854928373665046,0.027152673337986377
171,0.22040382049511859,0.229001680393986
172,0.22517672548673298,0.20735050177652106
173,0.22370289751534825,0.027669076534494283
174,0.21121313105048176,0.026745138982264573
175,0.2741284318716137,0.054125254388470365
176,0.21441224804741363,0.032288937616504414
177,0.25090052378841854,0.026885031907004652
178,0.2597543791133286,0.027196204567293717
179,0.2981869787401455,0.2202005184461557
180,0.25547746743474187,0.05156639769300685
181,0.40076051532429285,0.27254179426955494
182,0.2490555664214983,0.6299193503959188
183,0.19131070124737395,0.052805224360384095
184,0.22799388296896025,0.02711484252435476
185,0.2417803674713475,0.055387236134566045
186,0.30483155080411894,0.05494843925453207
187,0.1162563047005595,0.1963246944395517
188,0.2331580783578225,0.05470674698400795
189,0.23499673525286385,0.034003561271284434
190,0.33717870265926103,0.054635729146237204
191,0.25479308522446265,0.0544633330815583
192,0.16073342550874653,0.05355365322807722
193,0.0873259722686048,0.27437321647002905
194,0.6113925423974066,0.2753319518372983
195,0.2520150010566267,0.07049498134727934
196,0.21295629220071247,0.034487942773249576
197,0.24523139548577544,0.02656151049601449
198,0.11622870347957649,0.206501833885957
199,0.3342897495209752,0.21352014651735837
200,0.19865459464306337,0.05437677416565011
201,0.2738297168245448,0.2781430261212421
202,0.23765519801998564,0.05349594643566155
203,0.5116092982708823,0.7277447654225672
204,0.22506978493018942,0.028306866479063938
205,0.23751890674614196,0.031743109027162826
206,0.2690217998749451,0.05429004677322486
207,0.1020396180854533,0.17024943676884996
208,0.20922831372890258,0.027085831283302688
209,0.2038370682426293,0.02664097441529505
210,0.3298400509871875,0.05329038246791246
211,0.26118125048107815,0.2069637246715375
212,0.26683249177309043,0.02741225239462681
213,0.09330819438024184,0.21026455247707238
214,0.26406263463329377,0.23870781836958713
215,0.20498606647988551,0.05357801457379704
216,0.10124916758504224,0.7582717012273931
217,0.23194428224745275,0.027190872934494136
218,0.22915866094783044,0.027049080833845586
219,0.23716536579722355,0.027517684271787385
220,0.13733743263370501,0.7053131874322521
221,0.20752574254019307,0.027419151099562562
222,0.3828318224498006,0.20710467718399786
223,0.2305062391203015,0.026551744773944834
224,0.34861273003020066,0.63314135131632
225,0.23080693385561635,0.22255153228942026
226,0.27454707279187146,0.05294228010892805
227,0.22342862854862816,0.02734442313788027
228,0.23838311268372397,0.053110686216773666
229,0.21061332475303082,0.03156527401123849
230,0.2009144153928674,0.21990396238745283
231,0.5326522301803157,0.20491768763154272
232,0.12379600410496817,0.06171806557966847
233,0.2572079829065203,0.02740241493918112
234,0.24187757254869374,0.032029494330208
235,0.4768087788806795,0.1362536692351142
236,0.24831672163804142,0.054251006215357576
237,0.1665905542990003,0.3513479849898591
238,0.20784755885078726,0.1259188623486085
