Date,ATO,DIS,MAA,D,BR,DOC,DVN,ED,ZTS,CPAY,MAR,AMCR,MPWR,OMC,CARR,EIX,CSCO,GOOGL,CRM,PNR,PAYX,PTC,LULU,WEC,LHX,CTAS,ACN,SWKS,NRG,OTIS,IVZ,META,LYB,WST,DTE,MTB,REGN,ROP,CMI,LYV,MOH,WYNN,V,VZ,FSLR,ABBV,HAS
2010-01-19,29.100000381469727,31.010000228881836,48.099998474121094,39.43000030517578,22.700000762939453,28.497268676757813,73.56999969482422,46.40999984741211,NA,NA,27.803958892822266,NA,22.1200008392334,37.79999923706055,NA,35.779998779296875,24.850000381469727,14.705204963684082,17.375,22.35728645324707,30.43000030517578,16.739999771118164,15.835000038146973,25.354999542236328,48.7599983215332,6.664999961853027,43.75,14.859999656677246,25.149999618530273,NA,23.030000686645508,NA,NA,19.40999984741211,37.7276611328125,74.69999694824219,25.979999542236328,53.84000015258789,52.939998626708984,9.380000114440918,15.786666870117188,71.31999969482422,21.962499618530273,29.290273666381836,123.94000244140625,NA,32.33000183105469
2010-01-20,28.850000381469727,31.190000534057617,47.849998474121094,39.040000915527344,22.56999969482422,27.97814178466797,72.04000091552734,46.209999084472656,NA,NA,27.13477897644043,NA,22.010000228881836,37.4900016784668,NA,35.34000015258789,24.40999984741211,14.524774551391602,17.137500762939453,21.907320022583008,30.450000762939453,16.549999237060547,15.765000343322754,25.264999389648438,48.43000030517578,6.5625,43.5099983215332,14.710000038146973,24.670000076293945,NA,22.40999984741211,NA,NA,19.229999542236328,37.34468078613281,77.69000244140625,25.56999969482422,53.29999923706055,51.470001220703125,9.25,15.08666706085205,68.160003662109375,21.854999542236328,28.802570343017578,119.5,NA,32.2599983215332
2010-01-21,28.549999237060547,30.610000610351563,46.560001373291016,38.529998779296875,22.229999542236328,27.149362564086914,71.43000030517578,45.61000061035156,NA,NA,26.512723922729492,NA,22,37.029998779296875,NA,34.88999938964844,23.979999542236328,14.589089393615723,16.719999313354492,21.73270606994629,30.229999542236328,16.34000015258789,15.744999885559082,25.084999084472656,47.2400016784668,6.442500114440918,43.09000015258789,14.5,24,NA,21.450000762939453,NA,NA,18.864999771118164,36.46808624267578,78.589996337890625,26.139999389648438,52.2599983215332,49.470001220703125,9.199999809265137,14.819999694824219,65.37000274658203,21.112499237060547,28.7275390625,119.12000274658203,NA,32.099998474121094
2010-01-22,28.1299991607666,29.979999542236328,45.58000183105469,37.79999923706055,22.139999389648438,26.730419158935547,69.30000305175781,43.5099983215332,NA,NA,25.87181854248047,NA,21.43000030517578,36.290000915527344,NA,33.869998931884766,22.969999313354492,13.76401424407959,16.135000228881836,21.282739639282227,29.639999389648438,15.930000305175781,15.020000457763672,24.510000228881836,45.779998779296875,6.3125,42.18000030517578,13.8100004196167,24.729999542236328,NA,20.829999923706055,NA,NA,18.579999923706055,35.795745849609375,75.589996337890625,25.969999313354492,51.11000061035156,47.77000045776367,9.15999984741211,14.853333473205566,63.95000076293945,20.6825008392334,28.455551147460938,112.38999938964844,NA,31.290000915527344
2010-01-25,28.43000030517578,29.920000076293945,45.7400016784668,38.06999969482422,22.06999969482422,26.739526748657227,70.970001220703125,43.619998931884766,NA,NA,25.928369522094727,NA,21.459999084472656,36.619998931884766,NA,34.099998474121094,22.989999771118164,13.513513565063477,16.032499313354492,21.08797836303711,29.5,16.100000381469727,14.529999732971191,24.65999984741211,46.189998626708984,6.302499771118164,41.880001068115234,13.949999809265137,24.940000534057617,NA,21.170000076293945,NA,NA,18.350000381469727,36.30638122558594,75,26.149999618530273,51.2599983215332,47.630001068115234,10.510000228881836,14.833333015441895,63.59000015258789,20.50749969482422,28.77443504333496,111.72000122070313,NA,31.420000076293945
2010-01-26,28.270000457763672,29.65999984741211,46.16999816894531,38.099998474121094,21.93000030517578,25.938068389892578,69.76000213623047,44.08000183105469,NA,NA,25.579641342163086,NA,21.149999618530273,36.54999923706055,NA,34.20000076293945,22.899999618530273,13.574073791503906,16.352500915527344,20.953659057617188,29.3700008392334,15.729999542236328,14.510000228881836,24.5,45.63999938964844,6.255000114440918,41.83000183105469,13.369999885559082,24.920000076293945,NA,20.329999923706055,NA,NA,18.165000915527344,36.62978744506836,73.7300033569336,26.280000686645508,51,47.290000915527344,12.149999618530273,14.833333015441895,62.849998474121094,20.287500381469727,28.296110153198242,115.12999725341797,NA,31.280000686645508
2010-01-27,28.040000915527344,29.31999969482422,46.52000045776367,38,22.079999923706055,26.156648635864258,69.3499984741211,44.04999923706055,NA,NA,25.334590911865234,NA,21.65999984741211,36,NA,34.04999923706055,23.149999618530273,13.566065788269043,16.350000381469727,20.785762786865234,29.3799991607666,16.65999984741211,14.53499984741211,24.475000381469727,46.79999923706055,6.304999828338623,41.93000030517578,13.5600004196167,24.989999771118164,NA,21.690000534057617,NA,NA,18.2549991607666,36.38298034667969,76.30000305175781,27.030000686645508,50.66999816894531,46.40999984741211,11.890000343322754,14.846667289733887,62.7599983215332,20.977500915527344,28.01474380493164,114.13999938964844,NA,31.489999771118164
2010-01-28,28.020000457763672,29.350000381469727,46.52000045776367,37.599998474121094,22,26.020036697387695,68.5199966430664,43.720001220703125,NA,NA,25.13666343688965,NA,20.899999618530273,35.849998474121094,NA,33.470001220703125,22.520000457763672,13.370620727539063,16.040000915527344,20.678308486938477,28.8700008392334,16.65999984741211,14.175000190734863,24.450000762939453,44.34000015258789,6.239999771118164,41.290000915527344,13.239999771118164,24.719999313354492,NA,20.209999084472656,NA,NA,17.975000381469727,36.085105895996094,75.720001220703125,26.389999389648438,50.349998474121094,45.54999923706055,11.489999771118164,14.833333015441895,61.77000045776367,20.662500381469727,27.508283615112305,114.3499984741211,NA,31.540000915527344
2010-01-29,27.6200008392334,29.549999237060547,46.91999816894531,37.459999084472656,21.719999313354492,25.819671630859375,66.910003662109375,43.7400016784668,NA,NA,24.721960067749023,NA,20.6200008392334,35.29999923706055,NA,33.31999969482422,22.469999313354492,13.261761665344238,15.887499809265137,20.51041030883789,28.989999771118164,16.559999465942383,14.119999885559082,24.469999313354492,42.91999816894531,6.277500152587891,40.9900016784668,12.6899995803833,24.110000610351563,NA,19.299999237060547,NA,NA,18.165000915527344,35.778724670410156,73.75,26.65999984741211,50.08000183105469,45.15999984741211,11.470000267028809,14.833333015441895,61.880001068115234,20.50749969482422,27.592693328857422,113.30000305175781,NA,30.549999237060547
2010-02-01,27.600000381469727,29.520000457763672,47.38999938964844,37.75,21.860000610351563,26.347904205322266,69.76000213623047,43.93000030517578,NA,NA,25.032987594604492,NA,21.010000228881836,36.029998779296875,NA,33.65999984741211,22.729999542236328,13.338838577270508,16.295000076293945,21.054399490356445,29.31999969482422,16.540000915527344,14.175000190734863,24.565000534057617,44.7400016784668,6.304999828338623,41.189998626708984,13.239999771118164,23.899999618530273,NA,20.049999237060547,NA,NA,18.110000610351563,36.26382827758789,74.9000015258789,26.510000228881836,50.4900016784668,46.939998626708984,11.529999732971191,15.25333309173584,65.54000091552734,20.915000915527344,27.770893096923828,117.48999786376953,NA,31.190000534057617
2010-02-02,27.670000076293945,29.979999542236328,47.90999984741211,37.9900016784668,21.989999771118164,26.958105087280273,71.31999969482422,44.13999938964844,NA,NA,25.25918960571289,NA,21.5,36.939998626708984,NA,34,23.020000457763672,13.291291236877441,16.264999389648438,20.832773208618164,29.510000228881836,16.790000915527344,14.600000381469727,24.799999237060547,45.29999923706055,6.360000133514404,41.619998931884766,13.680000305175781,23.559999465942383,NA,20.239999771118164,NA,NA,18.344999313354492,36.62127685546875,75,28,51.38999938964844,51.09000015258789,11.489999771118164,15.053333282470703,64.839996337890625,21.002500534057617,27.883440017700195,117.37000274658203,NA,31.959999084472656
2010-02-03,27.610000610351563,30.75,47.36000061035156,37.63999938964844,21.969999313354492,26.62112808227539,70.48999786376953,43.7599983215332,NA,NA,24.985862731933594,NA,19.8700008392334,37.02000045776367,NA,33.599998474121094,23.06999969482422,13.53403377532959,16.405000686645508,20.98052406311035,29.479999542236328,16.969999313354492,14.479999542236328,24.53499984741211,44.779998779296875,6.327499866485596,41.599998474121094,13.770000457763672,23.110000610351563,NA,19.56999969482422,NA,NA,18.209999084472656,36.323402404785156,72.16999816894531,28.649999618530273,53.599998474121094,51.84000015258789,11.890000343322754,14.846667289733887,64.23999786376953,20.8799991607666,27.37697982788086,119.06999969482422,NA,32.06999969482422
2010-02-04,27.360000610351563,29.670000076293945,46.75,36.86000061035156,22.040000915527344,25.291439056396484,66.86000061035156,43.02000045776367,NA,NA,24.2601318359375,NA,18.979999542236328,35.7599983215332,NA,32.5,23.15999984741211,13.182682991027832,15.607500076293945,20.476829528808594,28.979999542236328,16.270000457763672,13.625,24.09000015258789,44.349998474121094,6.202499866485596,40.61000061035156,13.390000343322754,22.100000381469727,NA,18.59000015258789,NA,NA,17.7450008392334,35.53191375732422,70.63999938964844,25.6299991607666,53.08000183105469,50.099998474121094,11.65999984741211,14.146666526794434,60.84000015258789,20.762500762939453,26.851762771606445,113.45999908447266,NA,31.260000228881836
2010-02-05,27.260000228881836,29.540000915527344,46.7599983215332,36.75,21.5,25.52823257446289,66.7300033569336,43.18000030517578,NA,NA,24.69368553161621,NA,19.440000534057617,35.279998779296875,NA,32.459999084472656,23.700000762939453,13.29554557800293,15.520000457763672,20.362659454345703,28.940000534057617,16.399999618530273,13.135000228881836,24.329999923706055,44.72999954223633,6.207499980926514,40.540000915527344,13.479999542236328,21.709999084472656,NA,18.579999923706055,NA,NA,17.950000762939453,35.55744552612305,72.66999816894531,25.729999542236328,52.52000045776367,50.47999954223633,11.90999984741211,14.186667442321777,61.369998931884766,20.639999389648438,26.95492935180664,114.19000244140625,NA,30.799999237060547
2010-02-08,26.700000762939453,29.479999542236328,46.20000076293945,36.27000045776367,21.389999389648438,24.845172882080078,66.13999938964844,42.810001373291016,NA,NA,24.458057403564453,NA,19.520000457763672,34.540000915527344,NA,32.130001068115234,23.5,13.350099563598633,15.529999732971191,20.349227905273438,28.860000610351563,16.25,13.28499984741211,24.05500030517578,44.25,6.122499942779541,40.16999816894531,13.510000228881836,21.59000015258789,NA,18.31999969482422,NA,NA,17.7549991607666,35.319149017333984,71.29000091552734,25.770000457763672,51.79999923706055,50.11000061035156,11.630000114440918,13.739999771118164,60.7599983215332,20.762500762939453,26.60791015625,111.20999908447266,NA,34.709999084472656
2010-02-09,26.760000228881836,29.84000015258789,45.97999954223633,36.56999969482422,21.049999237060547,24.64480972290039,67.30000305175781,43.439998626708984,NA,NA,24.618284225463867,NA,20.200000762939453,35.25,NA,32.54999923706055,23.889999389648438,13.424424171447754,16.165000915527344,20.678308486938477,29.110000610351563,16.469999313354492,13.744999885559082,24.049999237060547,44.75,6.170000076293945,40.2400016784668,13.760000228881836,21.889999389648438,NA,18.610000610351563,NA,NA,18.065000534057617,35.74468231201172,71.98999786376953,26.260000228881836,52.2400016784668,52.2400016784668,11.869999885559082,14.34000015258789,61.630001068115234,20.8174991607666,26.964309692382813,113.29000091552734,NA,35.060001373291016
2010-02-10,26.520000457763672,30.030000686645508,45.970001220703125,36.599998474121094,21.040000915527344,25.118396759033203,66.410003662109375,42.97999954223633,NA,NA,24.882186889648438,NA,20.489999771118164,35.75,NA,32.369998931884766,23.760000228881836,13.374625205993652,16.1825008392334,20.389522552490234,29.079999923706055,16.350000381469727,13.604999542236328,23.8700008392334,44.40999984741211,6.110000133514404,40.02000045776367,13.75,21.65999984741211,NA,18.75,NA,NA,17.889999389648438,35.70212936401367,72.66999816894531,26.56999969482422,51.75,51.97999954223633,11.5,14.24666690826416,61.400001525878906,20.90999984741211,27.076854705810547,109.33000183105469,NA,35.29999923706055
2010-02-11,26.950000762939453,30.15999984741211,46.349998474121094,37.06999969482422,20.93000030517578,25.53734016418457,67.11000061035156,43.16999816894531,NA,NA,25.12723731994629,NA,21.25,35.560001373291016,NA,32.58000183105469,23.93000030517578,13.423422813415527,16.489999771118164,20.61786460876465,29.43000030517578,16.559999465942383,13.960000038146973,24.135000228881836,45.029998779296875,6.15500020980835,40.27000045776367,13.890000343322754,22.219999313354492,NA,18.510000228881836,NA,NA,18.155000686645508,36.02553176879883,72.4000015258789,27.760000228881836,52.959999084472656,54.86000061035156,11.579999923706055,14.40666675567627,64.95999908447266,21.28499984741211,27.236297607421875,113.80999755859375,NA,36.13999938964844
2010-02-12,26.989999771118164,30.06999969482422,46.47999954223633,37.13999938964844,21.420000076293945,25.081966400146484,67.08000183105469,42.220001220703125,NA,NA,25.296890258789063,NA,21.5,35.20000076293945,NA,32.59000015258789,23.760000228881836,13.341341018676758,16.272499084472656,20.906648635864258,29.530000686645508,16.6200008392334,14.175000190734863,23.934999465942383,44.97999954223633,6.150000095367432,40.4900016784668,13.869999885559082,22.059999465942383,NA,18.440000534057617,NA,NA,18.2450008392334,35.70212936401367,72.06999969482422,29.270000457763672,52.900001525878906,54.95000076293945,11.920000076293945,13.960000038146973,63.040000915527344,21.19499969482422,27.133129119873047,115.0999984741211,NA,35.54999923706055
